Program Time [s],AccX,AccY,AccZ
2600.52,737.3,405.27,535.16
2600.55,745.61,412.11,557.62
2600.58,739.26,422.36,540.53
2600.62,750.49,420.9,535.16
2600.65,724.61,414.55,539.06
2600.68,746.09,416.02,546.39
2600.72,746.58,411.13,540.04
2600.75,755.86,405.27,538.57
2600.79,742.68,416.02,544.43
2600.82,748.54,404.79,548.34
2600.85,729.98,412.6,540.04
2600.89,750,410.16,525.88
2600.92,734.86,415.53,546.39
2600.96,734.37,415.04,557.13
2600.99,737.79,422.85,539.55
2601.02,741.7,414.55,536.62
2601.06,729.98,421.39,542.48
2601.09,740.72,414.55,540.53
2601.13,741.7,407.71,548.83
2601.16,739.26,413.09,541.99
2601.19,745.12,400.88,540.04
2601.23,746.09,416.02,543.95
2601.26,743.65,422.85,551.27
2601.29,741.7,417.48,540.53
2601.33,731.93,416.99,543.46
2601.36,756.35,414.55,545.41
2601.4,744.63,410.16,548.34
2601.43,743.65,420.41,530.76
2601.46,748.54,415.53,543.95
2601.5,746.09,424.8,543.95
2601.53,729,416.02,548.83
2601.57,738.28,414.06,531.25
2601.6,729.49,407.23,542.48
2601.63,742.19,404.3,545.9
2601.67,735.35,417.48,539.55
2601.7,740.72,416.99,545.9
2601.74,739.26,409.67,538.57
2601.77,735.84,413.57,545.9
2601.8,744.63,418.95,541.99
2601.84,739.75,416.99,540.04
2601.87,746.58,396,530.76
2601.9,723.63,423.83,537.6
2601.94,740.23,409.67,543.95
2601.97,742.19,410.16,541.99
2602.01,736.33,412.6,542.97
2602.04,743.65,414.06,531.25
2602.07,746.09,420.9,549.32
2602.11,750,414.06,547.85
2602.14,736.33,420.41,538.57
2602.18,741.7,407.71,545.9
2602.21,738.77,405.76,558.59
2602.24,741.7,403.81,534.18
2602.28,748.05,411.13,546.39
2602.31,739.75,416.99,556.15
2602.35,751.95,430.18,549.8
2602.38,728.52,396.48,535.16
2602.41,755.37,409.18,541.99
2602.45,728.03,419.43,556.64
2602.48,744.14,425.29,541.02
2602.51,741.7,414.06,535.64
2602.55,753.42,420.9,539.55
2602.58,737.79,403.32,547.36
2602.62,730.96,420.41,542.48
2602.65,739.26,415.53,530.27
2602.68,741.21,420.9,552.25
2602.72,748.05,412.6,545.41
2602.75,755.37,421.87,538.09
2602.79,729,406.25,534.67
2602.82,729,412.11,545.9
2602.85,734.86,410.64,554.2
2602.89,736.33,410.64,542.48
2602.92,731.93,418.46,533.69
2602.96,741.7,414.55,535.16
2602.99,727.54,416.5,535.64
2603.02,737.3,416.02,541.5
2603.06,740.72,408.2,536.62
2603.09,736.33,416.5,541.99
2603.12,738.28,414.55,542.97
2603.16,750.98,415.04,544.43
2603.19,731.45,403.81,541.99
2603.23,747.07,404.3,543.46
2603.26,729.98,424.32,532.71
2603.29,759.77,432.13,545.41
2603.33,731.93,433.11,538.09
2603.36,731.93,403.81,537.6
2603.4,749.02,418.95,549.32
2603.43,733.89,403.81,540.04
2603.46,746.09,407.23,535.64
2603.5,763.67,416.99,543.95
2603.53,723.14,428.71,531.25
2603.57,746.58,424.32,534.18
2603.6,734.86,414.55,549.32
2603.63,734.37,418.46,541.02
2603.67,745.12,404.3,538.09
2603.7,736.82,404.79,543.46
2603.73,735.35,418.46,541.5
2603.77,746.58,397.46,542.97
2603.8,745.61,424.8,535.16
2603.84,728.52,430.18,538.09
2603.87,736.33,407.23,540.04
2603.9,755.37,409.18,540.53
2603.94,733.4,423.34,553.22
2603.97,735.35,411.13,537.6
2604.01,758.79,411.13,539.55
2604.04,719.24,411.62,542.97
2604.07,745.61,437.01,537.11
2604.11,739.75,406.25,541.99
2604.14,744.14,409.18,548.34
2604.18,736.82,408.2,560.06
2604.21,745.12,413.09,536.13
2604.24,737.3,413.57,544.43
2604.28,728.52,421.39,550.78
2604.31,732.91,400.88,542.97
2604.34,732.42,421.39,536.13
2604.38,743.65,413.09,540.53
2604.41,750.98,414.55,547.36
2604.45,754.39,410.16,533.2
2604.48,734.37,412.11,535.16
2604.51,740.72,419.43,531.74
2604.55,750,417.97,539.06
2604.58,738.77,403.32,550.29
2604.62,729.98,411.62,544.43
2604.65,735.35,414.55,540.04
2604.68,728.03,416.5,541.99
2604.72,738.28,421.87,538.57
2604.75,740.72,412.11,546.87
2604.79,744.14,411.13,529.79
2604.82,742.68,420.9,541.99
2604.85,733.4,417.97,542.48
2604.89,751.46,399.9,532.71
2604.92,743.16,421.39,534.18
2604.96,749.02,421.39,533.2
2604.99,755.86,423.34,551.27
2605.02,739.75,407.23,541.02
2605.06,731.93,418.95,544.92
2605.09,735.84,409.18,541.02
2605.12,746.09,408.69,544.43
2605.16,750.49,415.53,537.6
2605.19,737.3,425.29,540.04
2605.23,747.07,416.02,540.53
2605.26,750.49,415.53,538.09
2605.29,750.98,425.29,537.11
2605.33,747.07,405.76,541.99
2605.36,741.21,425.78,533.2
2605.4,752.44,415.04,543.95
2605.43,738.77,417.48,543.95
2605.46,726.56,421.39,532.71
2605.5,739.75,408.2,546.39
2605.53,738.28,407.71,534.67
2605.56,742.19,415.53,540.53
2605.6,751.46,433.11,539.06
2605.63,739.26,408.2,543.95
2605.67,748.05,409.18,554.69
2605.7,742.19,415.04,541.99
2605.73,731.45,419.43,545.9
2605.77,750,406.25,537.6
2605.8,738.28,403.81,541.5
2605.84,735.84,424.32,544.92
2605.87,728.03,413.09,538.09
2605.9,731.93,416.99,546.39
2605.94,737.3,407.23,532.23
2605.97,745.12,415.53,552.25
2606.01,733.89,421.39,534.18
2606.04,732.91,427.25,532.71
2606.07,752.44,399.41,556.15
2606.11,727.54,406.74,557.62
2606.14,743.16,420.41,537.11
2606.18,740.23,418.95,536.13
2606.21,737.3,406.74,556.15
2606.24,740.72,414.06,562.01
2606.28,732.91,403.32,538.09
2606.31,743.65,416.02,532.71
2606.34,732.42,415.53,539.55
2606.38,734.37,395.02,553.71
2606.41,746.58,417.48,531.25
2606.45,741.21,401.37,537.11
2606.48,746.09,433.59,541.02
2606.51,725.1,412.6,542.48
2606.55,739.75,396.48,555.66
2606.58,738.28,397.95,548.34
2606.62,757.32,411.13,545.41
2606.65,739.26,408.2,536.62
2606.68,747.56,418.46,541.02
2606.72,741.7,405.76,547.85
2606.75,745.12,420.9,536.13
2606.79,728.52,397.95,551.27
2606.82,744.63,418.95,557.62
2606.85,731.93,419.43,539.06
2606.89,748.54,421.39,529.3
2606.92,752.44,417.97,541.99
2606.95,749.02,410.64,556.64
2606.99,740.23,401.37,546.87
2607.02,736.82,424.8,540.53
2607.06,742.19,429.2,530.27
2607.09,755.86,410.64,560.55
2607.12,753.42,396,553.22
2607.16,739.75,413.09,544.43
2607.19,727.54,433.59,532.71
2607.23,750,416.5,555.18
2607.26,735.35,398.44,561.04
2607.29,744.14,415.04,542.48
2607.33,727.54,422.36,537.6
2607.36,730.47,425.29,537.6
2607.4,740.72,401.86,551.76
2607.43,736.82,406.74,547.36
2607.46,738.77,420.41,540.04
2607.5,724.61,426.27,534.18
2607.53,750.49,419.43,549.32
2607.56,736.33,418.95,530.76
2607.6,735.84,415.53,544.43
2607.63,743.65,416.02,547.85
2607.67,758.3,419.43,547.36
2607.7,735.35,398.44,535.64
2607.73,734.86,407.71,540.53
2607.77,747.07,407.71,549.8
2607.8,737.79,422.36,554.69
2607.84,750,408.69,543.95
2607.87,738.77,401.37,533.2
2607.9,754.88,419.92,540.04
2607.94,753.42,412.6,537.11
2607.97,750.98,410.64,545.41
2608.01,758.79,418.95,533.69
2608.04,743.16,402.34,548.83
2608.07,747.07,405.27,532.23
2608.11,742.68,419.43,556.64
2608.14,744.14,423.83,547.85
2608.17,743.16,420.41,532.71
2608.21,739.26,409.67,543.46
2608.24,734.37,415.53,537.6
2608.28,737.3,424.32,539.06
2608.31,733.89,402.83,545.41
2608.34,738.28,411.62,547.36
2608.38,732.91,409.67,539.55
2608.41,742.68,412.11,552.73
2608.45,741.21,410.16,550.29
2608.48,742.19,409.67,544.92
2608.51,749.02,413.57,543.46
2608.55,746.58,415.04,539.55
2608.58,732.91,413.57,546.39
2608.62,738.77,412.11,540.04
2608.65,724.61,400.39,534.67
2608.68,739.75,402.34,542.48
2608.72,725.1,416.5,544.43
2608.75,750.49,416.99,545.9
2608.78,742.68,409.18,528.81
2608.82,737.3,411.13,537.6
2608.85,751.46,405.76,556.15
2608.89,738.28,402.34,542.97
2608.92,727.54,411.62,541.02
2608.95,754.88,423.83,547.36
2608.99,730.96,413.09,537.6
2609.02,739.26,408.2,538.57
2609.06,733.4,410.64,540.04
2609.09,749.02,403.32,539.06
2609.12,746.09,419.43,541.99
2609.16,740.72,405.76,544.92
2609.19,743.65,408.2,534.18
2609.23,732.42,430.66,540.53
2609.26,753.91,423.83,537.6
2609.29,741.21,407.23,546.87
2609.33,735.35,407.23,544.43
2609.36,745.12,415.53,552.25
2609.4,735.84,404.79,536.62
2609.43,743.16,422.85,534.67
2609.46,744.14,410.16,542.97
2609.5,729.49,415.04,544.43
2609.53,735.84,419.43,539.06
2609.56,742.19,415.04,544.92
2609.6,738.77,409.67,538.57
2609.63,745.12,422.36,547.36
2609.67,727.54,422.85,556.64
2609.7,743.65,416.02,552.73
2609.73,734.37,417.97,548.83
2609.77,748.05,414.55,531.74
2609.8,724.61,424.8,544.43
2609.84,740.23,416.99,547.85
2609.87,742.68,417.97,539.06
2609.9,746.09,409.18,536.62
2609.94,741.7,404.79,541.5
2609.97,747.56,418.95,537.6
2610,743.65,407.71,540.04
2610.04,735.35,409.67,543.46
2610.07,742.68,419.92,543.95
2610.11,741.21,415.53,534.18
2610.14,740.23,399.9,547.85
2610.17,727.54,417.97,552.25
2610.21,738.28,420.41,542.48
2610.24,732.42,411.13,541.02
2610.28,734.37,405.27,553.71
2610.31,745.61,411.62,546.87
2610.34,729.49,420.9,537.11
2610.38,736.33,404.79,546.87
2610.41,749.51,418.46,538.09
2610.45,737.79,412.11,547.85
2610.48,745.12,420.41,546.39
2610.51,736.33,420.9,541.5
2610.55,748.54,416.02,545.9
2610.58,752.44,419.43,535.64
2610.61,746.09,410.64,554.2
2610.65,741.7,427.25,541.5
2610.68,749.02,421.87,544.92
2610.72,739.26,416.99,530.76
2610.75,735.84,406.25,540.53
2610.78,733.89,418.95,538.09
2610.82,751.95,413.09,546.87
2610.85,740.72,407.71,529.79
2610.89,750,408.69,535.64
2610.92,727.05,413.09,546.87
2610.95,751.46,420.9,542.48
2610.99,743.16,402.34,540.53
2611.02,727.05,410.64,554.69
2611.06,740.72,423.34,542.97
2611.09,741.21,420.9,541.5
2611.12,727.05,420.41,539.55
2611.16,736.82,409.18,545.9
2611.19,744.14,419.92,546.39
2611.23,743.65,415.53,536.62
2611.26,728.52,422.36,546.39
2611.29,740.23,415.04,534.67
2611.33,730.47,414.06,531.74
2611.36,743.65,426.76,543.46
2611.39,751.46,417.97,559.57
2611.43,742.68,415.53,543.46
2611.46,733.89,405.27,536.62
2611.5,747.07,420.41,547.85
2611.53,745.61,416.99,538.09
2611.56,727.54,428.22,541.02
2611.6,734.86,418.95,545.9
2611.63,744.14,422.85,544.92
2611.67,741.21,418.95,542.48
2611.7,736.82,425.78,544.43
2611.73,738.28,419.92,537.6
2611.77,740.72,415.53,548.83
2611.8,749.51,410.16,547.36
2611.83,738.77,407.71,540.04
2611.87,730.96,407.71,533.69
2611.9,733.4,409.18,547.36
2611.94,737.3,420.9,539.06
2611.97,741.21,422.85,539.55
2612,735.84,417.97,537.11
2612.04,742.19,416.99,536.62
2612.07,740.72,418.46,550.29
2612.11,741.21,405.76,540.04
2612.14,736.33,412.6,548.34
2612.17,734.86,422.85,535.64
2612.21,739.26,415.04,540.53
2612.24,744.63,417.48,541.5
2612.28,735.35,408.2,549.8
2612.31,733.4,418.95,540.53
2612.34,746.09,413.09,540.04
2612.38,743.16,419.43,542.97
2612.41,739.26,414.06,540.04
2612.45,739.75,412.11,539.06
2612.48,754.39,408.69,546.39
2612.51,725.59,406.25,540.53
2612.55,736.82,411.62,548.83
2612.58,746.58,424.32,541.99
2612.61,743.65,407.71,545.9
2612.65,742.19,416.5,543.95
2612.68,738.77,425.78,548.83
2612.72,751.95,406.25,549.32
2612.75,745.61,413.57,552.25
2612.78,731.45,411.62,533.2
2612.82,741.21,419.92,544.43
2612.85,736.33,410.16,540.04
2612.89,754.88,412.11,532.23
2612.92,740.72,409.67,546.87
2612.95,738.77,406.25,540.53
2612.99,726.07,418.95,543.46
2613.02,742.19,425.29,542.48
2613.06,737.79,402.83,546.39
2613.09,732.42,402.83,540.53
2613.12,748.05,405.76,535.16
2613.16,740.72,416.02,541.5
2613.19,740.23,423.34,531.25
2613.22,734.86,419.43,535.64
2613.26,735.35,413.57,538.57
2613.29,728.52,406.74,534.18
2613.33,749.02,398.44,532.71
2613.36,737.79,408.2,532.71
2613.39,738.77,406.74,531.25
2613.43,733.89,425.29,538.57
2613.46,736.82,413.57,538.09
2613.5,747.07,417.97,533.69
2613.53,741.7,405.76,533.69
2613.56,736.82,419.92,548.34
2613.6,737.3,405.27,541.5
2613.63,755.86,416.99,539.06
2613.67,737.3,409.67,532.71
2613.7,736.33,408.2,552.25
2613.73,736.33,408.2,538.57
2613.77,754.88,416.5,542.97
2613.8,737.79,423.83,541.99
2613.83,738.77,413.09,540.04
2613.87,746.58,421.39,546.87
2613.9,748.05,394.53,546.87
2613.94,744.63,417.48,539.55
2613.97,745.61,411.13,542.48
2614,745.12,405.27,543.46
2614.04,733.89,407.71,541.99
2614.07,732.91,416.02,537.6
2614.11,735.84,405.76,549.32
2614.14,744.14,418.95,535.64
2614.17,735.84,404.79,535.16
2614.21,742.68,416.5,533.69
2614.24,748.54,416.99,533.2
2614.28,733.4,432.62,539.55
2614.31,744.63,415.04,542.97
2614.34,756.84,409.18,544.92
2614.38,739.26,415.04,545.9
2614.41,734.86,406.74,552.25
2614.44,737.79,424.32,536.13
2614.48,740.72,422.85,538.57
2614.51,740.72,408.69,532.71
2614.55,750.98,404.3,535.16
2614.58,746.09,406.25,537.6
2614.61,739.26,421.87,551.27
2614.65,751.46,415.04,547.36
2614.68,728.52,411.62,542.48
2614.72,733.89,407.71,541.5
2614.75,734.86,404.3,541.5
2614.78,738.28,407.23,530.27
2614.82,738.77,425.29,530.27
2614.85,733.89,420.9,537.11
2614.89,739.75,402.83,536.13
2614.92,735.35,417.48,544.92
2614.95,744.14,429.69,539.06
2614.99,742.19,407.71,537.6
2615.02,730.96,427.25,547.85
2615.05,728.52,411.62,553.71
2615.09,735.84,413.57,548.83
2615.12,740.72,410.16,536.62
2615.16,743.16,411.13,542.97
2615.19,728.52,416.99,551.76
2615.22,743.65,406.74,533.69
2615.26,737.79,416.5,538.09
2615.29,736.33,418.95,538.09
2615.33,747.56,409.18,539.06
2615.36,734.86,402.34,530.27
2615.39,738.28,418.46,549.8
2615.43,730.47,412.6,544.43
2615.46,741.21,416.5,553.22
2615.5,726.07,415.04,546.39
2615.53,737.79,403.32,551.27
2615.56,740.23,417.97,537.11
2615.6,730.47,418.95,556.15
2615.63,744.63,410.16,542.97
2615.66,734.37,416.99,541.5
2615.7,732.42,409.18,541.99
2615.73,714.36,411.62,539.06
2615.77,722.17,407.71,542.97
2615.8,742.19,400.88,542.48
2615.83,733.4,418.95,552.73
2615.87,742.19,401.86,543.95
2615.9,741.21,416.02,538.09
2615.94,737.79,426.76,541.5
2615.97,742.68,419.92,535.16
2616,745.12,408.69,534.67
2616.04,747.56,410.64,546.87
2616.07,729,423.83,550.29
2616.11,750.49,417.48,537.11
2616.14,744.14,403.32,549.32
2616.17,733.89,407.23,533.69
2616.21,732.91,418.46,538.57
2616.24,742.68,409.67,548.34
2616.27,718.75,425.78,547.36
2616.31,739.75,420.9,548.83
2616.34,741.7,416.5,543.95
2616.38,735.84,421.87,531.74
2616.41,740.72,408.2,542.48
2616.44,737.79,419.43,552.73
2616.48,746.09,415.04,542.97
2616.51,747.56,421.87,542.48
2616.55,745.12,413.57,550.29
2616.58,734.37,396,541.99
2616.61,737.79,405.27,547.85
2616.65,725.1,427.25,535.16
2616.68,733.89,406.25,539.06
2616.72,747.56,413.09,543.46
2616.75,728.52,408.69,551.27
2616.78,750.49,412.6,542.48
2616.82,744.14,419.92,537.11
2616.85,736.33,416.99,535.16
2616.89,741.21,402.83,553.22
2616.92,740.23,409.18,543.46
2616.95,733.89,423.34,549.32
2616.99,744.14,404.3,549.8
2617.02,736.33,412.6,551.27
2617.05,741.21,418.46,539.55
2617.09,740.72,422.36,541.5
2617.12,734.86,405.27,542.48
2617.16,731.45,407.23,546.39
2617.19,741.21,414.55,542.97
2617.22,742.19,406.74,541.99
2617.26,730.96,404.79,538.09
2617.29,739.75,421.39,527.83
2617.33,741.21,423.83,531.74
2617.36,737.79,411.13,541.02
2617.39,731.45,399.9,534.67
2617.43,743.65,421.39,541.99
2617.46,749.02,426.76,547.85
2617.5,754.39,407.23,551.76
2617.53,738.28,419.92,536.62
2617.56,733.4,419.43,540.53
2617.6,737.3,419.92,548.34
2617.63,722.17,405.76,545.9
2617.66,747.56,402.83,554.69
2617.7,733.4,418.95,542.97
2617.73,750,423.83,533.69
2617.77,742.68,415.04,525.88
2617.8,735.35,412.6,556.64
2617.83,736.82,407.71,541.99
2617.87,741.21,413.57,537.11
2617.9,746.09,414.06,555.18
2617.94,735.84,424.32,544.43
2617.97,740.72,420.41,536.13
2618,733.89,425.29,535.16
2618.04,731.93,410.16,542.97
2618.07,737.79,415.04,544.92
2618.11,752.44,412.11,533.2
2618.14,748.54,412.6,533.69
2618.17,744.63,412.6,553.71
2618.21,737.79,428.71,541.99
2618.24,740.23,419.92,541.99
2618.27,732.42,411.13,536.13
2618.31,738.77,415.53,539.55
2618.34,729.98,408.2,546.39
2618.38,730.96,406.25,556.15
2618.41,739.75,410.16,555.66
2618.44,733.4,409.67,535.16
2618.48,738.28,406.74,549.8
2618.51,728.52,415.04,531.74
2618.55,738.28,437.01,536.62
2618.58,747.07,415.04,542.97
2618.61,741.7,419.92,550.29
2618.65,743.16,415.53,546.87
2618.68,731.93,406.25,541.99
2618.72,745.61,422.36,540.53
2618.75,755.86,420.9,542.97
2618.78,738.28,413.09,531.25
2618.82,737.79,427.25,534.67
2618.85,741.21,419.43,538.57
2618.88,748.54,414.06,549.32
2618.92,733.89,416.02,537.6
2618.95,730.96,414.55,526.86
2618.99,738.77,414.55,539.06
2619.02,749.02,412.6,545.41
2619.05,729.98,408.69,529.3
2619.09,734.86,410.64,539.55
2619.12,743.16,415.04,548.34
2619.16,734.86,400.88,547.85
2619.19,742.68,415.04,540.53
2619.22,732.42,414.55,543.46
2619.26,733.89,401.86,549.32
2619.29,752.93,430.18,556.64
2619.33,732.42,410.64,529.3
2619.36,745.12,413.57,543.95
2619.39,739.26,419.92,551.76
2619.43,733.4,416.5,552.73
2619.46,731.45,419.43,532.23
2619.49,749.51,405.27,528.32
2619.53,740.23,407.71,542.48
2619.56,726.07,408.69,532.71
2619.6,738.28,406.25,532.71
2619.63,747.56,412.11,540.04
2619.66,727.05,408.2,535.16
2619.7,748.54,403.81,544.43
2619.73,740.72,427.25,552.73
2619.77,734.37,422.85,529.79
2619.8,749.51,407.71,540.04
2619.83,742.68,411.13,555.18
2619.87,746.58,416.02,548.34
2619.9,735.84,411.13,519.04
2619.94,748.05,414.06,534.67
2619.97,732.42,402.83,557.62
2620,739.26,432.13,535.16
2620.04,740.23,415.53,533.69
2620.07,733.89,422.85,540.53
2620.1,732.42,411.62,561.04
2620.14,740.23,413.09,540.04
2620.17,729.98,420.9,515.14
2620.21,740.23,429.69,541.02
2620.24,729.98,403.81,550.78
2620.27,733.89,426.27,543.46
2620.31,743.16,419.92,548.83
2620.34,730.47,426.27,535.64
2620.38,728.03,408.2,542.48
2620.41,734.86,413.09,545.9
2620.44,745.12,414.55,529.3
2620.48,733.4,411.62,528.32
2620.51,748.54,411.62,551.27
2620.55,736.82,415.53,540.04
2620.58,738.28,410.64,533.69
2620.61,742.68,415.04,534.67
2620.65,737.3,413.09,543.95
2620.68,756.35,401.86,539.06
2620.71,739.75,419.43,540.04
2620.75,740.23,417.97,543.46
2620.78,742.68,421.39,539.55
2620.82,734.37,401.86,543.46
2620.85,739.75,413.57,546.39
2620.88,732.91,432.62,537.6
2620.92,730.47,415.04,535.64
2620.95,738.28,424.8,543.95
2620.99,735.84,411.62,539.55
2621.02,744.14,420.41,535.16
2621.05,738.28,421.87,546.39
2621.09,741.7,410.64,545.9
2621.12,743.65,421.87,538.57
2621.16,743.65,421.87,542.48
2621.19,747.07,414.06,551.27
2621.22,752.44,423.34,538.09
2621.26,742.68,416.02,550.78
2621.29,743.16,425.78,547.36
2621.32,735.35,423.34,538.57
2621.36,737.3,410.16,538.57
2621.39,741.21,416.02,533.2
2621.43,738.77,401.37,543.95
2621.46,736.82,410.64,543.46
2621.49,745.61,407.71,554.2
2621.53,740.72,410.64,549.8
2621.56,742.68,405.76,523.93
2621.6,731.93,428.22,536.62
2621.63,733.89,396.48,536.13
2621.66,748.05,417.48,538.57
2621.7,729,416.02,534.18
2621.73,743.65,432.62,543.95
2621.77,728.03,422.85,532.23
2621.8,753.91,408.69,550.29
2621.83,740.72,406.74,557.62
2621.87,741.7,403.32,558.11
2621.9,749.51,423.34,536.13
2621.94,745.12,420.9,539.55
2621.97,733.89,406.25,542.48
2622,747.56,416.99,540.53
2622.04,741.7,420.41,528.32
2622.07,727.05,416.5,539.06
2622.1,736.82,417.97,556.64
2622.14,737.79,413.57,545.41
2622.17,754.88,420.41,541.02
2622.21,745.61,417.48,539.55
2622.24,726.56,421.87,548.83
2622.27,740.72,404.3,536.62
2622.31,738.28,409.18,545.41
2622.34,739.26,418.46,547.85
2622.38,745.12,417.97,537.11
2622.41,741.7,408.69,543.95
2622.44,749.02,410.64,542.48
2622.48,729,411.62,543.95
2622.51,750,429.2,544.92
2622.55,737.79,420.41,540.53
2622.58,743.16,412.6,549.8
2622.61,741.21,408.69,543.46
2622.65,739.26,414.55,550.78
2622.68,743.65,408.2,544.43
2622.71,733.4,420.9,546.39
2622.75,740.23,416.02,542.48
2622.78,741.7,420.41,540.53
2622.82,741.21,406.74,541.02
2622.85,731.93,423.83,552.73
2622.88,751.95,409.18,542.48
2622.92,734.86,421.87,529.79
2622.95,749.02,433.11,539.06
2622.99,734.37,404.79,548.34
2623.02,744.63,413.57,541.99
2623.05,748.05,412.11,530.27
2623.09,731.93,410.16,539.06
2623.12,754.88,413.57,540.04
2623.16,744.63,412.6,541.02
2623.19,753.91,407.71,534.67
2623.22,752.44,419.92,545.41
2623.26,736.82,426.76,544.92
2623.29,734.86,414.55,531.74
2623.32,737.79,409.18,545.41
2623.36,742.68,423.34,548.34
2623.39,738.28,425.78,542.97
2623.43,739.75,411.13,541.99
2623.46,733.4,416.02,548.83
2623.49,739.75,414.55,548.34
2623.53,743.16,412.6,550.29
2623.56,744.63,407.23,533.69
2623.6,736.33,420.9,536.62
2623.63,753.91,418.95,526.37
2623.66,731.93,414.55,544.92
2623.7,745.12,417.97,539.55
2623.73,744.63,406.25,539.55
2623.77,729.98,424.32,547.36
2623.8,721.19,416.5,547.85
2623.83,744.14,413.57,552.25
2623.87,728.03,415.04,545.41
2623.9,737.79,411.13,547.85
2623.93,731.45,419.92,541.5
2623.97,740.72,415.04,545.9
2624,735.35,409.67,542.48
2624.04,737.3,408.69,541.02
2624.07,736.33,401.37,542.48
2624.1,747.07,411.62,545.41
2624.14,729,411.62,531.74
2624.17,735.84,416.5,553.71
2624.21,729.98,421.87,547.36
2624.24,740.23,417.97,542.48
2624.27,746.09,414.55,541.02
2624.31,744.63,401.86,551.27
2624.34,739.26,411.13,541.5
2624.38,731.45,412.11,535.16
2624.41,743.16,418.46,536.62
2624.44,745.61,403.32,540.04
2624.48,741.7,405.76,537.6
2624.51,745.12,415.04,539.55
2624.54,737.3,409.67,551.76
2624.58,733.89,403.81,534.67
2624.61,739.75,415.53,533.2
2624.65,729,414.55,530.76
2624.68,741.21,420.9,549.8
2624.71,733.4,413.57,552.73
2624.75,743.16,415.04,542.97
2624.78,739.75,421.87,546.87
2624.82,749.51,408.2,554.2
2624.85,734.86,418.46,547.36
2624.88,751.46,404.3,532.71
2624.92,745.12,413.09,543.46
2624.95,733.4,421.39,547.85
2624.99,727.05,412.11,541.02
2625.02,747.56,415.04,528.32
2625.05,740.72,410.16,543.46
2625.09,737.79,425.29,551.76
2625.12,732.91,415.04,546.87
2625.15,746.58,433.59,541.02
2625.19,733.89,404.79,540.53
2625.22,750,410.16,559.57
2625.26,732.91,416.02,543.46
2625.29,742.19,424.32,532.71
2625.32,738.28,402.83,545.41
2625.36,741.21,413.57,553.22
2625.39,723.14,418.46,527.34
2625.43,740.72,412.6,530.76
2625.46,739.26,412.6,548.34
2625.49,737.3,417.97,533.69
2625.53,748.05,406.25,542.48
2625.56,742.19,400.88,538.09
2625.6,750,419.92,551.27
2625.63,734.86,414.55,551.76
2625.66,743.65,416.99,547.85
2625.7,737.3,423.83,537.6
2625.73,739.75,409.67,545.41
2625.76,743.65,419.92,535.16
2625.8,740.72,416.02,543.46
2625.83,749.02,415.04,527.34
2625.87,740.72,417.97,545.41
2625.9,731.93,420.41,538.57
2625.93,749.02,415.53,541.5
2625.97,733.89,413.57,546.87
2626,739.75,405.76,551.27
2626.04,722.17,414.06,542.48
2626.07,749.02,409.67,538.57
2626.1,743.16,416.02,535.16
2626.14,750.49,412.6,550.29
2626.17,738.77,413.57,530.27
2626.21,743.16,428.22,534.18
2626.24,744.63,416.5,533.69
2626.27,747.07,411.13,541.02
2626.31,734.37,426.27,541.02
2626.34,747.07,423.83,540.53
2626.37,736.33,414.55,549.8
2626.41,738.77,419.43,537.11
2626.44,741.7,410.16,545.41
2626.48,744.14,425.78,540.04
2626.51,739.75,415.53,541.99
2626.54,736.33,403.81,534.67
2626.58,758.79,411.62,541.99
2626.61,737.79,411.13,532.71
2626.65,736.33,406.25,538.09
2626.68,733.4,419.92,538.09
2626.71,741.21,420.9,539.06
2626.75,746.09,423.34,537.11
2626.78,743.65,421.87,545.9
2626.82,748.54,412.11,546.87
2626.85,735.35,405.76,541.99
2626.88,744.14,414.06,538.09
2626.92,738.28,422.36,538.57
2626.95,740.72,401.37,539.06
2626.98,747.07,425.78,541.99
2627.02,747.07,430.66,540.53
2627.05,728.52,407.23,540.53
2627.09,752.44,419.43,536.62
2627.12,740.23,411.13,532.71
2627.15,726.07,408.69,540.04
2627.19,738.77,422.85,546.87
2627.22,729.98,416.02,528.81
2627.26,754.88,414.55,526.37
2627.29,726.56,412.11,554.69
2627.32,749.51,417.97,556.64
2627.36,733.4,419.92,530.27
2627.39,754.39,416.99,538.09
2627.43,740.23,408.69,542.97
2627.46,749.02,407.23,549.8
2627.49,742.19,406.74,532.71
2627.53,743.16,416.02,534.18
2627.56,740.72,410.64,532.71
2627.59,729.49,414.06,540.53
2627.63,742.19,406.25,542.48
2627.66,731.45,420.41,537.11
2627.7,735.84,401.86,526.37
2627.73,738.77,412.11,542.48
2627.76,745.12,397.95,544.92
2627.8,740.23,416.5,532.71
2627.83,745.61,403.81,533.2
2627.87,738.77,416.99,551.27
2627.9,755.86,414.55,545.9
2627.93,755.37,409.67,532.23
2627.97,745.12,430.66,551.27
2628,742.68,416.02,560.06
2628.04,738.77,411.62,554.69
2628.07,738.77,412.11,543.95
2628.1,738.28,398.44,545.41
2628.14,731.45,413.09,542.48
2628.17,732.91,410.64,541.02
2628.21,741.7,415.53,531.74
2628.24,746.09,405.27,528.81
2628.27,728.03,415.53,536.13
2628.31,740.23,398.44,544.92
2628.34,734.37,420.41,543.46
2628.37,728.03,421.39,539.06
2628.41,743.65,416.99,539.55
2628.44,752.93,416.99,552.25
2628.48,730.47,403.81,536.62
