Program Time [s],data 0,data 1,data 2
18.4252,723.63,348.63,625.98
18.4296,720.7,349.61,610.35
18.434,710.45,363.28,617.68
18.4383,718.75,348.63,617.68
18.4427,726.56,343.26,610.35
18.4471,706.05,344.73,614.75
18.4514,712.4,348.63,619.14
18.4558,718.26,364.75,619.14
18.4602,711.91,343.26,621.58
18.4645,709.47,341.31,617.68
18.4689,715.33,346.19,610.84
18.4732,724.61,352.54,620.12
18.4776,706.54,349.61,624.02
18.482,710.94,354.98,626.46
18.4864,715.33,342.77,609.86
18.4907,710.45,352.05,609.86
18.4951,716.8,345.21,608.4
18.4995,700.2,345.21,611.33
18.5038,729.98,346.68,615.23
18.5082,721.68,350.59,605.96
18.5126,720.21,348.63,618.16
18.5169,711.43,350.59,610.35
18.5213,724.12,342.77,605.47
18.5257,722.17,343.75,614.75
18.53,717.29,354.98,613.28
18.5344,721.68,350.1,623.05
18.5387,712.4,345.21,618.16
18.5431,722.66,343.26,630.37
18.5475,717.29,352.54,617.19
18.5518,720.21,350.1,622.56
18.5519,714.84,351.56,623.54
18.5578,719.73,351.07,620.61
18.5622,714.84,342.29,622.56
18.5665,714.36,349.12,625
18.5709,723.14,358.4,620.12
18.5753,733.89,345.21,625.98
18.5796,715.82,346.68,614.26
18.584,708.5,350.1,620.61
18.5883,720.7,363.28,611.82
18.5927,728.03,348.63,617.68
18.5971,721.19,349.12,605.47
18.6014,710.45,354.49,616.21
18.6058,708.5,348.14,611.33
18.6102,713.87,350.59,609.37
18.6145,722.17,352.05,616.7
18.6189,710.94,324.71,606.93
18.6233,711.43,350.1,611.33
18.6276,728.52,353.03,616.7
18.632,722.17,349.61,612.79
18.6363,727.54,342.77,608.4
18.6407,713.38,351.56,609.37
18.6451,717.29,343.75,620.12
18.6495,728.03,358.89,616.7
18.6538,711.91,351.07,624.51
18.6582,719.73,358.89,619.63
18.6626,714.36,350.59,609.37
18.6669,724.61,349.61,617.68
18.6713,719.24,353.52,619.14
18.6757,718.26,355.96,623.05
18.68,707.03,350.1,612.3
18.6844,702.64,358.89,617.19
18.6887,724.61,353.52,622.56
18.6887,709.47,351.07,623.54
18.6947,717.29,361.82,619.14
18.6991,711.91,344.24,619.63
18.7035,706.54,344.24,616.7
18.7078,712.89,338.87,614.26
18.7122,708.01,356.93,608.89
18.7166,708.01,349.12,609.86
18.7209,719.24,355.47,614.75
18.7253,712.4,351.56,614.75
18.7296,716.31,352.05,615.23
18.734,711.91,349.12,605.96
18.7384,712.89,335.94,605.47
18.7428,722.66,337.4,612.79
18.7471,720.7,350.59,621.09
18.7515,723.14,358.4,627.44
18.7558,722.66,348.14,621.09
18.7602,728.52,336.43,622.07
18.7646,729.98,352.54,625.98
18.7689,718.75,351.56,610.35
18.7733,718.75,340.33,623.05
18.7777,723.14,357.42,628.91
18.782,718.75,349.61,625
18.7864,713.38,355.47,632.32
18.7908,731.93,351.07,623.54
18.7951,713.87,337.4,624.02
18.7995,725.1,336.43,614.26
18.8039,724.61,341.31,613.28
18.8082,713.38,342.77,618.65
18.8126,723.14,349.61,623.05
18.8169,710.94,348.63,617.19
18.8213,712.89,366.7,618.65
18.8257,718.26,359.86,604.49
18.8257,717.77,351.07,608.89
18.8317,715.33,352.54,613.77
18.836,725.1,350.1,619.14
18.8404,720.21,355.96,612.3
18.8448,725.1,337.4,622.07
18.8491,718.75,348.14,602.05
18.8535,726.07,352.05,622.07
18.8579,720.21,335.45,618.16
18.8622,717.77,343.26,619.63
18.8666,714.84,331.05,618.65
18.871,712.89,344.24,615.23
18.8753,726.56,343.26,625.49
18.8797,721.19,342.29,629.88
18.8841,729.49,350.59,626.46
18.8884,709.96,351.56,620.61
18.8928,726.56,349.61,624.02
18.8972,714.84,344.24,628.91
18.9015,731.93,354,615.23
18.9059,719.73,344.24,620.12
18.9102,721.19,342.29,626.95
18.9146,727.05,345.21,625
18.919,722.17,348.63,628.91
18.9233,722.66,349.12,618.65
18.9277,708.98,354,626.46
18.9321,721.68,355.47,620.12
18.9364,713.87,347.66,617.68
18.9408,725.59,354,612.79
18.9452,716.31,343.75,610.84
18.9495,722.66,353.52,614.26
18.9539,717.77,350.59,600.59
18.9583,707.03,360.84,627.44
18.9626,718.26,349.12,620.12
18.9626,724.12,349.61,615.72
18.9686,715.33,354.49,606.45
18.973,702.64,357.42,611.82
18.9773,717.29,346.19,605.96
18.9817,710.94,355.47,616.7
18.986,713.87,351.56,616.21
18.9904,720.7,350.1,612.3
18.9948,712.89,349.61,608.4
18.9992,719.73,359.37,625.49
19.0035,716.31,346.68,614.26
19.0079,722.66,346.68,628.42
19.0123,709.96,343.26,625.49
19.0166,720.7,354,622.07
19.021,717.29,344.73,619.63
19.0254,712.89,341.31,626.95
19.0297,716.8,341.31,620.61
19.0341,729.49,348.63,613.77
19.0385,730.96,332.52,616.7
19.0428,713.38,350.59,623.54
19.0472,719.73,355.96,623.05
19.0516,708.5,337.4,617.68
19.0559,728.03,357.91,610.84
19.0603,727.54,349.61,614.75
19.0647,718.75,338.38,615.23
19.069,720.21,352.05,620.61
19.0734,707.03,334.96,612.3
19.0778,709.47,348.63,606.93
19.0821,724.12,345.7,603.03
19.0865,721.68,348.14,609.37
19.0909,708.5,352.54,602.54
19.0952,708.98,350.1,607.42
19.0996,702.64,347.66,615.72
19.0996,723.63,356.45,613.77
19.1055,720.21,348.14,615.23
19.1099,726.07,349.12,597.17
19.1143,715.33,350.1,615.72
19.1186,712.89,356.93,623.05
19.123,718.26,347.66,620.12
19.1274,712.89,345.7,632.32
19.1317,712.89,356.93,625.98
19.1361,714.84,354.98,614.75
19.1405,711.43,353.03,625
19.1449,719.24,353.52,612.3
19.1492,723.63,350.1,626.95
19.1536,721.19,338.87,614.26
19.1579,726.56,346.19,616.21
19.1623,723.63,362.79,626.46
19.1667,708.98,346.19,611.82
19.171,711.91,351.56,600.59
19.1754,717.77,334.47,606.45
19.1797,718.26,341.8,621.09
19.1841,720.7,347.66,612.79
19.1885,721.19,345.7,608.4
19.1929,716.8,354,607.42
19.1972,726.56,353.03,617.68
19.2016,706.05,347.66,603.52
19.206,728.03,349.61,616.21
19.2103,712.4,349.12,622.07
19.2147,713.87,347.66,619.14
19.2191,728.52,352.05,622.07
19.2234,722.66,344.24,625
19.2278,727.54,351.07,623.54
19.2321,717.77,345.21,622.56
19.2365,718.26,345.7,633.79
19.2365,717.77,340.33,620.12
19.2425,719.73,344.73,628.91
19.2468,722.17,344.24,619.63
19.2512,716.31,353.03,619.14
19.2556,724.61,355.96,622.07
19.26,718.26,347.66,625.49
19.2643,729.98,348.63,629.39
19.2687,711.43,351.56,630.37
19.273,718.26,354.49,619.14
19.2774,714.36,352.05,625.98
19.2818,713.87,348.63,621.58
19.2861,725.1,342.29,621.58
19.2905,722.17,342.29,616.21
19.2948,720.21,336.91,615.23
19.2992,720.7,348.14,615.23
19.3036,723.63,342.77,610.35
19.308,721.19,346.68,610.84
19.3124,728.52,342.77,605.96
19.3167,724.61,357.91,622.07
19.3211,726.56,344.73,624.02
19.3254,726.07,348.14,619.63
19.3298,705.57,350.59,631.35
19.3342,722.17,348.14,616.7
19.3385,719.73,350.1,609.37
19.3429,710.45,346.19,616.21
19.3473,716.8,338.87,620.12
19.3516,724.61,353.52,619.14
19.356,719.73,347.66,614.75
19.3604,728.52,360.84,619.14
19.3647,701.66,357.42,625.98
19.3691,718.75,349.12,625
19.3735,728.03,337.89,618.65
19.3735,720.21,344.73,627.44
19.3794,710.94,357.42,615.23
19.3838,699.71,356.93,610.35
19.3882,720.7,339.84,613.77
19.3925,710.45,347.17,622.56
19.3969,732.42,348.14,625
19.4013,705.57,352.05,604.98
19.4056,737.3,350.1,606.93
19.41,713.87,351.56,619.63
19.4143,712.4,348.14,599.61
19.4187,723.63,365.23,608.4
19.4231,707.03,350.59,609.37
19.4275,711.43,351.56,614.26
19.4318,725.1,348.63,604.98
19.4362,720.21,342.77,624.51
19.4406,723.63,343.75,612.79
19.4449,715.33,348.14,622.56
19.4493,718.75,344.73,615.72
19.4536,722.66,344.73,618.65
19.458,727.05,349.12,618.16
19.4624,718.75,354.49,615.23
19.4667,725.1,357.91,619.14
19.4711,719.73,358.89,625.98
19.4755,723.14,343.26,625.49
19.4798,722.17,352.54,631.35
19.4842,717.77,351.07,616.21
19.4886,712.4,348.63,619.14
19.493,727.05,357.42,615.72
19.4973,708.5,340.82,633.3
19.5017,715.82,346.68,626.95
19.506,716.31,349.12,612.79
19.5104,721.68,343.26,617.68
19.5104,717.77,354.98,624.51
19.5163,729.49,351.07,615.72
19.5207,732.91,343.75,622.56
19.5251,730.96,339.84,621.58
19.5295,729.49,360.84,621.09
19.5338,704.59,348.14,619.14
19.5382,723.63,342.77,611.33
19.5426,715.33,341.8,623.54
19.547,718.75,344.24,622.07
19.5513,738.28,341.31,625
19.5557,728.52,349.12,607.91
19.5601,716.8,368.16,613.28
19.5644,718.26,355.47,613.77
19.5688,726.07,358.89,623.05
19.5732,711.91,360.35,621.09
19.5775,729.98,353.03,613.28
19.5819,725.59,345.7,628.91
19.5863,711.91,346.68,605.96
19.5906,715.33,351.07,607.91
19.595,717.77,352.54,619.63
19.5993,718.26,341.31,627.44
19.6037,714.84,340.33,614.75
19.6081,738.77,339.84,614.75
19.6125,726.56,353.03,625.49
19.6168,715.33,356.45,615.23
19.6212,717.77,336.43,614.75
19.6255,715.33,355.96,624.51
19.6299,718.26,344.24,623.54
19.6343,716.31,354,625.49
19.6386,718.26,354.98,620.61
19.643,719.73,354,624.02
19.6474,713.38,338.38,616.21
19.6474,722.66,350.59,625
19.6534,711.91,350.1,605.96
19.6577,714.36,342.29,618.65
19.6621,708.01,357.91,611.82
19.6664,716.31,349.61,608.89
19.6708,719.24,346.19,609.86
19.6752,729.98,358.89,610.35
19.6795,721.19,358.4,615.23
19.6839,714.84,362.79,604
19.6883,721.19,348.14,612.3
19.6926,715.82,357.91,606.45
19.697,704.1,358.4,610.84
19.7014,709.96,352.05,596.19
19.7057,707.52,350.1,606.45
19.7101,720.21,344.73,611.82
19.7145,709.47,348.63,621.09
19.7188,715.33,340.33,612.3
19.7232,697.75,351.56,617.68
19.7276,709.96,348.14,619.14
19.7319,722.17,352.54,619.63
19.7363,722.66,348.63,617.68
19.7407,721.68,348.63,610.35
19.745,728.03,339.36,631.35
19.7494,709.47,352.54,624.02
19.7538,727.05,350.1,637.7
19.7581,718.26,347.17,626.46
19.7625,726.56,351.56,617.19
19.7668,718.75,354.49,608.89
19.7712,709.47,354.49,624.02
19.7756,723.63,354.98,638.18
19.7799,710.94,346.68,617.68
19.7843,725.1,350.59,616.21
19.7843,724.61,360.35,621.09
19.7903,713.87,347.66,610.84
19.7946,701.66,350.59,605.47
19.799,727.05,360.35,616.21
19.8033,717.29,350.59,601.07
19.8077,710.45,350.1,610.35
19.8121,704.1,353.52,608.4
19.8165,708.5,358.89,622.07
19.8208,729.98,351.07,606.93
19.8252,722.17,352.54,606.45
19.8296,716.8,360.35,625.49
19.8339,721.68,343.75,623.05
19.8383,720.21,349.12,606.93
19.8426,719.24,353.52,623.05
19.847,709.47,342.77,615.23
19.8514,732.91,341.8,616.7
19.8557,713.87,353.52,626.46
19.8601,726.56,344.73,614.75
19.8645,719.24,355.47,624.02
19.8688,723.63,349.61,633.3
19.8732,724.12,348.63,627.44
19.8776,726.07,356.93,618.65
19.8819,715.82,347.17,628.42
19.8863,723.63,359.86,623.54
19.8907,716.8,354.98,619.14
19.8951,721.68,344.24,602.54
19.8994,719.73,350.1,610.84
19.9038,714.84,334.96,616.21
19.9082,720.7,342.77,612.3
19.9125,724.12,348.14,611.33
19.9169,723.14,357.91,608.89
19.9212,733.89,340.82,615.23
19.9212,713.87,354.98,613.28
19.9272,738.28,351.56,612.79
19.9316,711.91,345.7,622.07
19.936,719.73,350.1,621.58
19.9403,719.24,352.05,618.16
19.9447,710.94,343.75,622.07
19.949,725.59,355.96,625.49
19.9534,720.7,342.77,617.19
19.9578,719.73,341.31,630.86
19.9622,712.4,346.68,610.84
19.9665,720.7,351.56,624.51
19.9709,708.5,360.84,615.72
19.9752,724.61,348.14,621.09
19.9796,733.4,336.91,628.91
19.984,735.84,353.03,633.3
19.9883,719.24,346.68,618.16
19.9927,708.5,343.75,611.33
19.9971,721.19,354.98,622.07
20.0014,739.75,352.05,629.88
20.0058,718.75,344.24,623.54
20.0102,709.47,346.19,609.37
20.0145,726.56,343.75,624.51
20.0189,715.33,340.82,622.56
20.0233,708.5,353.52,606.45
20.0276,724.61,350.59,606.45
20.032,724.61,356.45,620.12
20.0363,710.94,361.82,613.28
20.0407,720.7,355.47,625.49
20.0451,720.7,348.63,620.12
20.0494,702.64,350.59,608.89
20.0538,720.7,346.19,606.45
20.0582,724.12,350.59,615.23
20.0582,716.31,356.45,624.02
20.0642,717.29,344.73,615.23
20.0685,712.89,342.29,624.51
20.0729,720.7,347.17,618.16
20.0773,714.36,352.54,613.77
20.0816,726.56,342.29,614.75
20.086,718.26,339.36,616.7
20.0903,716.8,355.96,617.68
20.0948,720.21,350.59,621.58
20.0991,717.29,359.86,619.63
20.1034,717.29,353.52,609.86
20.1078,720.7,342.29,615.72
20.1122,709.96,349.12,614.26
20.1166,721.19,337.89,632.81
20.1209,726.56,351.56,619.63
20.1253,718.26,358.89,617.68
20.1297,714.84,353.03,610.35
20.134,711.43,347.66,617.68
20.1384,729,353.03,613.77
20.1427,711.91,350.59,612.3
20.1471,710.94,339.36,618.16
20.1515,720.7,353.03,623.05
20.1558,705.08,341.31,614.26
20.1602,712.4,348.14,615.23
20.1646,707.52,353.03,616.21
20.1689,711.91,353.52,617.19
20.1733,718.75,348.63,613.28
20.1777,712.4,353.03,613.77
20.1821,703.61,345.21,615.72
20.1865,721.68,355.96,612.79
20.1908,732.42,355.47,616.21
20.1952,715.82,348.63,628.91
20.1952,730.47,350.59,621.09
20.2011,715.82,336.43,621.09
20.2055,716.31,349.12,609.86
20.2099,721.19,339.84,617.68
20.2142,722.66,338.87,631.35
20.2186,701.66,343.26,617.19
20.2229,710.94,349.61,611.82
20.2273,724.61,347.66,621.09
20.2317,725.1,348.14,611.82
20.236,715.82,346.19,613.77
20.2404,706.05,353.03,624.02
20.2448,721.19,357.42,626.46
20.2491,717.77,349.12,618.16
20.2535,720.21,356.45,609.86
20.2579,715.33,348.63,633.3
20.2622,720.7,354,620.12
20.2666,720.7,352.54,605.96
20.2709,713.87,344.73,612.3
20.2753,716.8,355.47,625.98
20.2797,715.33,351.07,622.56
20.2841,729.98,351.07,625
20.2884,717.29,352.05,622.07
20.2928,711.91,347.66,612.3
20.2972,724.61,351.07,617.19
20.3015,720.7,346.19,614.26
20.3059,725.1,341.31,614.75
20.3103,704.59,349.12,618.16
20.3146,712.4,354.49,606.93
20.319,713.38,338.87,615.23
20.3233,726.56,355.47,623.54
20.3277,722.66,338.87,624.02
20.3321,718.75,351.07,616.7
20.3321,706.05,342.29,629.88
20.338,716.31,336.91,616.21
20.3424,726.07,350.59,623.05
20.3468,721.68,345.7,629.39
20.3512,708.01,350.1,617.68
20.3555,720.21,340.33,624.51
20.3599,731.93,351.07,627.44
20.3643,721.68,352.05,613.77
20.3686,709.96,358.4,611.33
20.373,718.75,350.59,631.35
20.3773,716.8,350.1,628.91
20.3817,728.52,346.68,611.33
20.386,713.87,350.59,619.63
20.3904,719.73,354,608.89
20.3948,725.59,349.61,611.82
20.3992,713.87,344.24,620.12
20.4035,728.03,347.17,622.07
20.4079,716.31,354,610.84
20.4123,727.05,347.66,614.75
20.4167,723.14,349.61,601.56
20.421,705.57,333.01,619.63
20.4254,717.29,336.43,622.56
20.4298,717.77,334.47,625
20.4341,728.52,345.21,613.77
20.4384,708.01,346.19,622.56
20.4428,737.3,347.66,606.45
20.4472,719.73,353.03,618.65
20.4516,722.66,348.14,623.54
20.4559,713.87,354.49,609.37
20.4603,724.12,346.19,617.68
20.4647,720.21,354.98,616.21
20.4691,726.56,350.59,626.95
20.4691,722.17,338.87,628.42
20.475,721.68,351.07,621.58
20.4794,714.36,346.19,626.95
20.4837,721.19,354.98,616.7
20.4881,707.03,346.68,618.65
20.4925,712.4,342.77,619.14
20.4968,720.7,344.73,610.84
20.5012,717.77,351.07,619.14
20.5055,722.17,354.98,624.02
20.5099,713.38,356.93,621.09
20.5143,708.01,350.1,608.4
20.5187,720.7,354.98,610.35
20.523,718.75,355.47,608.89
20.5274,720.21,341.8,620.12
20.5318,710.94,360.35,620.12
20.5361,728.52,355.47,617.68
20.5405,704.59,354,627.44
20.5448,708.01,352.54,628.42
20.5492,716.8,330.57,622.07
20.5536,715.33,352.05,623.54
20.5579,718.26,343.75,627.44
20.5623,720.7,337.89,636.23
20.5667,709.47,354.49,628.91
20.571,730.96,363.28,615.23
20.5754,719.73,347.17,608.4
20.5798,725.1,341.31,618.16
20.5842,715.33,349.12,622.56
20.5885,718.26,347.17,605.96
20.5929,715.82,342.77,630.37
20.5973,720.7,346.19,619.63
20.6016,716.31,346.19,618.16
20.606,734.86,341.8,615.23
20.606,719.73,346.19,614.26
20.612,721.68,335.94,618.16
20.6163,708.98,356.45,615.72
20.6207,719.24,349.61,620.61
20.6251,714.36,347.66,611.82
20.6294,723.14,336.43,616.7
20.6338,716.31,352.05,618.16
20.6381,721.19,347.66,619.14
20.6425,720.7,351.07,616.7
20.6469,714.36,352.05,620.12
20.6512,725.1,344.24,626.95
20.6556,715.82,354,620.12
20.66,727.54,351.56,611.82
20.6643,721.68,344.73,614.75
20.6687,719.73,365.72,621.58
20.673,720.7,352.05,620.12
20.6774,717.29,354.98,623.05
20.6818,721.68,346.19,621.09
20.6861,710.94,348.63,614.75
20.6905,717.77,354.98,620.12
20.6949,727.54,344.73,621.09
20.6992,711.91,356.93,623.54
20.7036,706.05,342.29,625.49
20.708,719.73,345.21,622.56
20.7123,721.68,347.17,620.12
20.7167,715.33,339.84,626.95
20.721,724.12,347.66,622.56
20.7254,710.45,345.7,612.3
20.7298,709.47,353.52,624.51
20.7342,715.33,351.07,615.23
20.7385,705.08,345.7,619.14
20.7429,719.73,357.91,615.72
20.7429,709.47,362.79,621.09
20.7489,719.73,346.68,625.49
20.7532,719.73,354,619.14
20.7576,709.47,353.03,612.79
20.762,726.56,343.26,609.37
20.7663,724.61,352.54,619.63
20.7707,721.68,355.47,617.68
20.7751,718.75,349.12,614.26
20.7795,714.36,344.24,623.54
20.7838,717.29,342.29,618.16
20.7882,723.63,351.07,611.82
20.7925,724.12,345.7,623.54
20.7969,727.54,340.33,620.12
20.8013,716.8,360.84,625
20.8056,715.82,349.12,610.35
20.81,707.03,345.7,620.61
20.8144,717.77,346.68,618.16
20.8188,728.03,333.98,623.05
20.8231,723.63,351.07,628.91
20.8274,717.77,350.59,632.81
20.8318,714.84,348.14,618.16
20.8362,722.17,342.77,610.35
20.8405,708.5,358.89,606.93
20.8449,724.61,340.82,611.82
20.8493,718.75,354.49,622.56
20.8536,724.12,351.07,626.46
20.858,714.84,341.31,611.33
20.8624,713.38,343.75,615.23
20.8668,712.4,344.73,624.51
20.8711,716.8,360.35,615.72
20.8755,722.17,346.19,624.02
20.8799,724.12,359.37,615.72
20.8799,722.17,342.29,620.12
20.8858,727.54,353.52,614.26
20.8902,722.17,354.49,626.46
20.8946,718.75,352.05,625
20.8989,718.75,351.07,608.4
20.9033,715.33,352.05,613.77
20.9076,708.98,349.12,614.75
20.912,719.24,344.73,625.98
20.9164,711.91,342.29,609.86
20.9207,710.45,354.98,631.84
20.9251,712.4,354.49,618.65
20.9295,720.21,348.63,620.61
20.9338,708.01,352.54,614.26
20.9382,721.19,350.1,618.65
20.9425,725.59,335.94,613.28
20.9469,721.19,340.82,619.63
20.9513,716.8,354.98,616.7
20.9556,721.68,355.96,607.91
20.96,719.73,348.63,613.77
20.9644,711.43,348.63,610.84
20.9688,720.7,347.66,612.79
20.9731,731.45,345.21,614.75
20.9775,736.82,344.24,625.98
20.9819,722.17,348.63,617.68
20.9862,728.03,355.96,616.21
20.9906,718.75,356.93,614.75
20.995,717.77,343.26,604.49
20.9993,713.87,355.47,611.82
21.0037,720.7,356.45,615.72
21.0081,718.75,350.1,613.28
21.0124,715.82,347.66,616.21
21.0168,746.58,354.49,607.42
21.0168,742.68,354.49,607.42
21.0228,721.19,341.8,616.21
21.0271,724.12,348.63,615.23
21.0315,724.61,352.05,623.54
21.0358,719.24,343.75,620.12
21.0402,711.91,356.45,615.72
21.0446,715.33,351.07,628.42
21.0489,729,352.05,618.16
21.0533,723.14,341.8,619.63
21.0577,716.31,357.91,624.51
21.0621,720.7,353.52,618.65
21.0664,708.5,352.54,621.09
21.0708,711.43,350.59,619.63
21.0751,729,337.4,622.07
21.0795,724.12,348.14,610.84
21.0839,714.84,350.59,615.23
21.0882,726.07,349.12,626.46
21.0926,718.75,348.63,609.37
21.097,715.33,341.31,627.93
21.1013,709.96,358.4,618.65
21.1057,713.87,353.03,623.05
21.1101,727.05,355.47,616.21
21.1144,715.82,331.54,616.21
21.1188,718.75,342.29,613.77
21.1231,725.1,351.56,618.16
21.1275,715.33,352.05,617.19
21.1319,707.52,344.73,618.65
21.1363,723.63,347.66,622.56
21.1406,716.8,354.49,625.98
21.145,719.24,353.52,612.79
21.1494,720.21,342.77,604.49
21.1537,714.36,361.82,622.07
21.1537,713.38,356.45,618.16
21.1597,710.45,348.14,621.09
21.1641,723.14,358.4,627.93
21.1685,722.66,353.03,631.35
21.1728,711.43,337.89,628.42
21.1772,717.77,358.4,615.23
21.1816,717.29,340.82,610.35
21.1859,713.38,341.8,629.88
21.1903,716.8,349.12,616.21
21.1947,718.75,344.73,620.61
21.199,721.68,342.29,620.12
21.2033,721.68,348.14,621.58
21.2077,716.31,354.49,605.96
21.2121,717.29,346.68,610.35
21.2165,707.52,350.59,629.39
21.2208,722.17,341.31,621.09
21.2252,728.03,340.82,616.21
21.2296,722.17,357.91,625.98
21.234,716.8,356.93,608.4
21.2383,717.29,352.05,612.79
21.2427,706.54,354.98,625.49
21.2471,707.52,341.31,619.63
21.2514,705.08,338.87,610.84
21.2557,720.21,352.54,625
21.2601,722.17,354,618.16
21.2645,723.14,355.96,608.89
21.2689,709.47,361.33,625
21.2732,718.26,360.84,620.61
21.2776,715.82,351.56,609.86
21.2819,707.03,337.89,617.68
21.2863,734.37,347.66,625.49
21.2907,720.21,354.49,614.75
21.2907,725.1,350.59,618.16
21.2967,724.61,344.24,624.02
21.301,724.12,349.12,620.12
21.3054,709.96,344.73,624.02
21.3098,716.31,347.17,615.72
21.3141,722.66,346.19,613.77
21.3185,718.75,349.61,616.21
21.3228,709.47,339.84,624.51
21.3272,727.54,346.68,612.79
21.3316,714.84,348.63,617.68
21.336,722.17,357.91,629.39
21.3403,720.7,344.24,623.54
21.3447,705.08,350.59,619.14
21.349,702.64,353.03,625
21.3534,704.1,348.63,615.23
21.3578,721.19,351.56,631.35
21.3622,724.12,335.45,625
21.3665,723.14,348.63,625.49
21.3709,713.38,348.14,617.19
21.3753,718.26,335.94,611.33
21.3796,726.07,354.98,625
21.384,715.82,351.07,626.46
21.3883,719.73,351.07,622.56
21.3927,717.29,343.75,611.33
21.3971,720.21,351.07,617.68
21.4015,723.63,372.56,616.7
21.4058,728.52,346.19,624.02
21.4102,708.01,354,603.52
21.4146,724.12,351.56,620.12
21.4189,709.47,341.8,612.3
21.4233,719.73,353.03,614.75
21.4276,706.54,347.66,619.14
21.4276,718.26,350.1,607.42
21.4336,713.87,354.49,613.77
21.4379,727.54,344.73,616.21
21.4423,733.4,349.12,624.02
21.4467,708.98,355.96,618.65
21.451,724.61,357.42,617.19
21.4554,715.82,350.1,628.42
21.4598,718.26,345.7,618.16
21.4642,717.29,346.19,616.21
21.4685,719.73,333.5,614.26
21.4729,727.05,345.21,613.28
21.4773,720.7,356.45,634.77
21.4816,714.84,353.03,626.46
21.486,724.61,362.3,624.51
21.4903,732.91,344.73,618.65
21.4947,711.43,343.26,617.68
21.4991,720.21,342.77,606.93
21.5034,724.61,348.14,612.79
21.5078,715.33,357.91,619.14
21.5122,706.05,359.86,613.77
21.5166,713.87,361.33,607.42
21.5209,710.45,353.03,615.72
21.5253,714.36,347.17,612.3
21.5297,720.21,356.45,611.33
21.534,722.17,352.54,616.21
21.5384,718.26,355.47,624.02
21.5427,719.24,352.05,615.72
21.5471,709.47,355.96,623.54
21.5515,723.63,343.75,615.23
21.5558,716.31,345.7,618.16
21.5602,724.12,347.66,615.23
21.5645,718.26,360.84,622.56
21.5646,711.91,349.61,619.14
21.5705,715.33,356.45,609.86
21.5749,718.75,365.72,616.21
21.5793,714.84,353.03,616.7
21.5836,712.4,347.17,608.4
21.5879,711.91,350.59,605.47
21.5924,719.73,344.73,616.7
21.5967,725.59,356.93,617.19
21.6011,717.29,342.29,624.51
21.6054,717.77,351.56,606.45
21.6098,704.59,347.17,615.72
21.6142,721.19,353.52,616.21
21.6185,723.14,357.91,629.39
21.6229,716.31,342.77,620.12
21.6273,717.29,346.19,609.86
21.6316,714.84,358.4,617.19
21.636,720.21,347.66,617.19
21.6403,729.98,364.75,621.09
21.6448,718.26,342.29,611.82
21.6491,738.28,359.37,614.75
21.6535,718.75,345.21,613.77
21.6578,724.61,346.19,619.63
21.6622,718.26,357.42,607.42
21.6666,720.21,340.82,621.09
21.6709,723.14,353.52,614.75
21.6753,725.59,347.17,617.68
21.6797,695.8,346.19,619.63
21.684,708.98,345.21,615.23
21.6884,713.38,351.07,619.14
21.6928,725.1,349.61,612.79
21.6972,714.84,345.7,611.33
21.7015,723.14,354.49,629.39
21.7015,727.54,343.26,626.46
21.7075,721.68,352.05,621.58
21.7119,713.87,356.93,619.14
21.7162,707.03,337.89,617.19
21.7205,716.31,359.86,614.75
21.725,715.33,360.84,617.19
21.7293,717.29,363.77,625
21.7337,712.89,346.68,616.7
21.738,733.4,358.89,610.84
21.7424,712.4,341.31,613.77
21.7468,716.31,355.96,611.82
21.7511,726.56,344.24,620.12
21.7555,717.29,347.66,622.07
21.7599,713.87,349.61,608.89
21.7642,715.33,357.91,612.79
21.7687,717.77,347.66,624.02
21.773,719.24,348.63,636.72
21.7773,717.77,347.17,617.68
21.7817,700.2,340.33,617.19
21.786,719.24,348.63,610.35
21.7904,699.71,347.17,620.61
21.7948,715.82,354.98,615.23
21.7992,716.8,351.07,625.49
21.8035,715.33,344.73,627.44
21.8079,720.21,351.56,626.95
21.8122,716.8,336.91,615.23
21.8166,708.5,357.91,625.49
21.8209,717.29,346.19,610.35
21.8253,725.1,347.17,611.33
21.8297,724.12,342.29,611.82
21.8341,712.89,352.54,615.72
21.8384,721.68,348.63,627.93
21.8384,701.66,348.63,622.56
21.8444,717.77,351.56,617.19
21.8488,721.68,353.03,628.42
21.8531,706.54,340.33,614.75
21.8575,726.56,351.56,619.63
21.8619,721.19,343.26,625.98
21.8662,715.33,352.05,616.7
21.8706,718.26,343.75,617.19
21.8749,725.59,349.12,614.26
21.8793,712.4,345.21,610.35
21.8837,710.45,340.82,618.65
21.888,731.93,335.94,616.7
21.8925,726.56,354.98,622.56
21.8968,732.42,358.89,615.72
21.9011,708.98,354,621.09
21.9055,713.87,357.91,622.56
21.9099,725.59,349.12,624.51
21.9143,706.05,354.98,604.98
21.9186,722.17,338.87,621.58
21.923,713.38,347.17,606.45
21.9273,719.24,347.66,621.09
21.9318,724.61,347.66,614.75
21.9361,729.49,340.33,609.37
21.9404,724.61,357.42,614.26
21.9448,721.68,355.47,618.65
21.9492,714.36,347.66,619.14
21.9535,725.1,342.29,609.37
21.9579,718.75,352.05,623.54
21.9623,717.77,366.21,609.86
21.9666,725.1,349.12,606.93
21.971,724.12,353.03,623.05
21.9754,714.36,363.77,619.14
21.9754,716.8,357.42,612.3
